,GO_id,Original_freq,Human_freq,Odds_ratio,p-value,GO_description
102,0003924,1,168,2.211760461760462,0.36673369971813724,GTPase activity
103,0007379,1,4,93.20454545454545,0.013403551050886307,segment specification
104,0070489,1,2,186.41666666666666,0.008063662225089469,T cell aggregation
105,0030100,1,20,18.634848484848487,0.055108146315367035,regulation of endocytosis
106,0051425,1,3,124.27525252525253,0.010737182529247623,PTB domain binding
107,0030838,2,37,20.29255209407881,0.005004246330875868,positive regulation of actin filament polymerization
108,0045075,1,1,372.84090909090907,0.005382971101556653,regulation of interleukin-12 biosynthetic process
109,0086020,1,1,372.84090909090907,0.005382971101556653,gap junction channel activity involved in SA node cell-atrial cardiac muscle cell electrical coupling
110,0006672,1,8,46.59848484848485,0.023997886307368772,ceramide metabolic process
111,0016459,1,12,31.06313131313131,0.03447930302123037,myosin complex
112,0045765,1,21,17.747113997113996,0.05765579909562202,regulation of angiogenesis
113,2000300,2,23,32.65383338864919,0.0020765656352527122,regulation of synaptic vesicle exocytosis
114,0051893,1,18,20.706228956228955,0.04999231537745499,regulation of focal adhesion assembly
115,0045176,1,7,53.256493506493506,0.021359935542157225,apical protein localization
116,0050728,1,62,6.006109481915933,0.15644225855174176,negative regulation of inflammatory response
117,0019985,1,28,13.308441558441558,0.07529948729559519,translesion synthesis
118,0042127,1,88,4.229338842975206,0.21368792517617033,regulation of cell population proliferation
119,0004672,2,146,5.131234968106243,0.06078961482519385,protein kinase activity
120,0038180,1,8,46.59848484848485,0.023997886307368772,nerve growth factor signaling pathway
121,2001241,1,9,41.42003367003367,0.026628779720874435,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
122,1904591,1,1,372.84090909090907,0.005382971101556653,positive regulation of protein import
123,0022604,1,12,31.06313131313131,0.03447930302123037,regulation of cell morphogenesis
124,0008289,1,86,4.327871740662438,0.20942477591864278,lipid binding
125,0030863,1,15,24.8489898989899,0.04226698180934601,cortical cytoskeleton
126,1905908,1,3,124.27525252525253,0.010737182529247623,positive regulation of amyloid fibril formation
127,0098970,1,3,124.27525252525253,0.010737182529247623,postsynaptic neurotransmitter receptor diffusion trapping
128,0032233,1,8,46.59848484848485,0.023997886307368772,positive regulation of actin filament bundle assembly
129,0005242,1,6,62.13383838383838,0.018714908646951245,inward rectifier potassium channel activity
130,0035865,2,7,107.32606324972737,0.00025632944327834477,cellular response to potassium ion
131,0019902,6,24,96.83464566929133,1.925356588515091e-10,phosphatase binding
132,1904970,2,2,375.6793893129771,4.310131253198815e-05,brush border assembly
133,0030898,1,8,46.59848484848485,0.023997886307368772,actin-dependent ATPase activity
134,0060718,1,3,124.27525252525253,0.010737182529247623,chorionic trophoblast cell differentiation
135,0030953,2,8,93.90839694656489,0.00031984556623585966,astral microtubule organization
136,0004674,10,233,17.091664049687708,1.3829223546664722e-09,protein serine/threonine kinase activity
137,0043154,1,47,7.925370728562218,0.12155393802503046,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
138,0099524,1,16,23.295454545454547,0.04484899569747581,postsynaptic cytosol
139,0045597,1,24,15.527777777777779,0.0652579244198527,positive regulation of cell differentiation
140,0007267,2,132,5.67707610455702,0.05101045223728266,cell-cell signaling
141,0001540,2,51,14.717856608292172,0.009080241763490957,amyloid-beta binding
142,0045080,1,10,37.277272727272724,0.02925263452870587,positive regulation of chemokine biosynthetic process
143,0043931,2,4,187.8320610687023,0.00010737241616231746,ossification involved in bone maturation
144,0044730,1,1,372.84090909090907,0.005382971101556653,bone sialoprotein binding
145,0035253,1,6,62.13383838383838,0.018714908646951245,ciliary rootlet
146,0051022,1,2,186.41666666666666,0.008063662225089469,Rho GDP-dissociation inhibitor binding
147,0045295,1,7,53.256493506493506,0.021359935542157225,gamma-catenin binding
148,0099147,1,3,124.27525252525253,0.010737182529247623,extrinsic component of postsynaptic density membrane
149,0060088,3,8,141.94615384615383,3.1081599396226634e-06,auditory receptor cell stereocilium organization
150,0031224,1,6,62.13383838383838,0.018714908646951245,intrinsic component of membrane
151,0036057,2,6,125.21628498727735,0.00019972036758544352,slit diaphragm
152,0007097,1,9,41.42003367003367,0.026628779720874435,nuclear migration
153,0006367,1,126,2.9515392015392017,0.2904876614730196,transcription initiation from RNA polymerase II promoter
154,0060075,1,4,93.20454545454545,0.013403551050886307,regulation of resting membrane potential
155,0051371,1,11,33.887741046831955,0.03186946941599283,muscle alpha-actinin binding
156,0030742,1,15,24.8489898989899,0.04226698180934601,GTP-dependent protein binding
157,0010389,1,38,9.804226475279107,0.09993743818008405,regulation of G2/M transition of mitotic cell cycle
158,0019887,1,8,46.59848484848485,0.023997886307368772,protein kinase regulator activity
159,0007043,3,18,63.07435897435897,2.4563716327843256e-05,cell-cell junction assembly
160,0030659,2,75,10.003256997455471,0.018488488150676993,cytoplasmic vesicle membrane
161,0030122,1,4,93.20454545454545,0.013403551050886307,AP-2 adaptor complex
162,0046855,1,9,41.42003367003367,0.026628779720874435,inositol phosphate dephosphorylation
163,0043268,1,7,53.256493506493506,0.021359935542157225,positive regulation of potassium ion transport
164,0007416,1,33,11.290863177226814,0.08770100659764278,synapse assembly
165,0008356,1,3,124.27525252525253,0.010737182529247623,asymmetric cell division
166,0010997,1,6,62.13383838383838,0.018714908646951245,anaphase-promoting complex binding
167,0051683,2,7,107.32606324972737,0.00025632944327834477,establishment of Golgi localization
168,0032467,1,18,20.706228956228955,0.04999231537745499,positive regulation of cytokinesis
169,0030199,1,20,18.634848484848487,0.055108146315367035,collagen fibril organization
170,0097109,1,4,93.20454545454545,0.013403551050886307,neuroligin family protein binding
171,0042130,2,31,24.223097759172617,0.003603611217420262,negative regulation of T cell proliferation
172,0097553,1,5,74.56212121212121,0.01606278677669752,calcium ion transmembrane import into cytosol
173,0045471,2,82,9.148017129026252,0.02175994236812529,response to ethanol
174,0000245,1,21,17.747113997113996,0.05765579909562202,spliceosomal complex assembly
175,0030521,2,28,26.820065430752454,0.002984607378979912,androgen receptor signaling pathway
176,1901214,1,14,26.624458874458874,0.039678040699299415,regulation of neuron death
177,0005546,4,40,38.12093023255814,6.2951158501342985e-06,"phosphatidylinositol-4,5-bisphosphate binding"
178,0051443,1,14,26.624458874458874,0.039678040699299415,positive regulation of ubiquitin-protein transferase activity
179,0006886,3,142,7.9751895991332615,0.007208702395561727,intracellular protein transport
180,2000649,1,12,31.06313131313131,0.03447930302123037,regulation of sodium ion transmembrane transporter activity
181,0043622,1,3,124.27525252525253,0.010737182529247623,cortical microtubule organization
182,0006895,1,6,62.13383838383838,0.018714908646951245,Golgi to endosome transport
183,1904022,1,1,372.84090909090907,0.005382971101556653,positive regulation of G protein-coupled receptor internalization
184,0045727,3,47,24.14189852700491,0.0003418867938293509,positive regulation of translation
185,0070160,3,8,141.94615384615383,3.1081599396226634e-06,tight junction
186,0005913,10,53,75.41494094186226,1.6213771716416233e-15,cell-cell adherens junction
187,0035748,2,4,187.8320610687023,0.00010737241616231746,myelin sheath abaxonal region
188,0097291,1,1,372.84090909090907,0.005382971101556653,renal phosphate ion absorption
189,0019221,2,220,3.4001387925052047,0.12086535359556894,cytokine-mediated signaling pathway
190,0003096,1,1,372.84090909090907,0.005382971101556653,renal sodium ion transport
191,0044224,2,7,107.32606324972737,0.00025632944327834477,juxtaparanode region of axon
192,0001736,1,3,124.27525252525253,0.010737182529247623,establishment of planar polarity
193,0042177,1,28,13.308441558441558,0.07529948729559519,negative regulation of protein catabolic process
194,0008045,1,13,28.673076923076923,0.03708215393556898,motor neuron axon guidance
195,0031334,1,23,16.2032279314888,0.0627306700661168,positive regulation of protein complex assembly
196,0036464,2,52,14.434527304756312,0.009412971400558582,cytoplasmic ribonucleoprotein granule
197,0044354,1,5,74.56212121212121,0.01606278677669752,macropinosome
198,0051092,3,115,9.853043478260869,0.0040752191571924515,positive regulation of NF-kappaB transcription factor activity
199,0030900,2,35,21.45299890948746,0.004513587859131591,forebrain development
200,1990381,2,14,53.655398037077425,0.0008439240880821772,ubiquitin-specific protease binding
201,0045666,3,38,29.86518218623482,0.0001892674346807607,positive regulation of neuron differentiation
202,0002142,1,3,124.27525252525253,0.010737182529247623,stereocilia ankle link complex
203,0046875,1,25,14.906363636363636,0.06777841538542888,ephrin receptor binding
204,0005758,1,53,7.027301315037164,0.13567787581953497,mitochondrial intermembrane space
205,0005198,1,48,7.76010101010101,0.12392373429378245,structural molecule activity
206,0045211,5,68,28.232996323529413,1.70920588073725e-06,postsynaptic membrane
207,0001784,1,32,11.643939393939394,0.08523398007832955,phosphotyrosine residue binding
208,0051247,1,7,53.256493506493506,0.021359935542157225,positive regulation of protein metabolic process
209,0099003,2,6,125.21628498727735,0.00019972036758544352,vesicle-mediated transport in synapse
210,0098884,1,7,53.256493506493506,0.021359935542157225,postsynaptic neurotransmitter receptor internalization
211,0030496,2,79,9.495989950719876,0.020330328878209826,midbody
212,0030056,2,4,187.8320610687023,0.00010737241616231746,hemidesmosome
213,0032587,3,67,16.928473019517796,0.0009180502622925494,ruffle membrane
214,0048365,1,27,13.80162738496072,0.07279917892723022,Rac GTPase binding
215,0031477,1,1,372.84090909090907,0.005382971101556653,myosin VII complex
216,0007568,2,126,5.948140070277475,0.04701171757905846,aging
217,0031625,5,216,8.861400462962964,0.00034748895384422096,ubiquitin protein ligase binding
218,0051898,4,24,63.55555555555556,9.817472372338393e-07,negative regulation of protein kinase B signaling
219,0043204,4,88,17.3107822410148,0.00011723779523603154,perikaryon
220,0071287,1,6,62.13383838383838,0.018714908646951245,cellular response to manganese ion
221,0035631,1,11,33.887741046831955,0.03186946941599283,CD40 receptor complex
222,0030027,7,105,25.984656084656084,2.5212402551081264e-08,lamellipodium
223,0071456,1,76,4.898325358851674,0.1877624881238394,cellular response to hypoxia
224,0000139,1,228,1.62772461456672,0.46175573966405364,Golgi membrane
225,0050725,1,7,53.256493506493506,0.021359935542157225,positive regulation of interleukin-1 beta biosynthetic process
226,0030335,3,147,7.703139717425432,0.00790878526200328,positive regulation of cell migration
227,0060074,1,4,93.20454545454545,0.013403551050886307,synapse maturation
228,1904695,1,2,186.41666666666666,0.008063662225089469,positive regulation of vascular smooth muscle contraction
229,0042803,7,588,4.59448223733938,0.0012038722156233624,protein homodimerization activity
230,0062023,2,164,4.566374976726866,0.07420826665632517,collagen-containing extracellular matrix
231,0003402,1,1,372.84090909090907,0.005382971101556653,planar cell polarity pathway involved in axis elongation
232,2000145,2,23,32.65383338864919,0.0020765656352527122,regulation of cell motility
233,0051091,3,69,16.4371237458194,0.0009963114231037453,positive regulation of DNA-binding transcription factor activity
234,0010468,4,75,20.316692506459948,6.477130466481735e-05,regulation of gene expression
235,0030162,1,5,74.56212121212121,0.01606278677669752,regulation of proteolysis
236,0030033,2,7,107.32606324972737,0.00025632944327834477,microvillus assembly
237,0044340,1,2,186.41666666666666,0.008063662225089469,canonical Wnt signaling pathway involved in regulation of cell proliferation
238,0042327,1,22,16.9400826446281,0.060196634319730394,positive regulation of phosphorylation
239,0030431,1,7,53.256493506493506,0.021359935542157225,sleep
240,0043087,2,45,16.682273112807465,0.007198530219428171,regulation of GTPase activity
241,0005102,6,203,11.406772429308406,2.3543853123268418e-05,signaling receptor binding
242,0001845,1,1,372.84090909090907,0.005382971101556653,phagolysosome assembly
243,0030549,1,3,124.27525252525253,0.010737182529247623,acetylcholine receptor activator activity
244,0000226,2,46,16.319283106538332,0.007498340793873648,microtubule cytoskeleton organization
245,0004721,2,21,35.76517629952745,0.0017574243357957018,phosphoprotein phosphatase activity
246,0045070,2,24,31.29262086513995,0.0022456504493063383,positive regulation of viral genome replication
247,0061024,3,94,12.059410801963994,0.002345338381817232,membrane organization
248,0005178,3,84,13.497802197802198,0.001719391030290611,integrin binding
249,0012505,3,26,43.65976331360947,6.642883350582014e-05,endomembrane system
250,0007186,7,288,9.438271604938272,1.66204712494518e-05,G protein-coupled receptor signaling pathway
251,0005770,1,69,5.396025472112429,0.172249382536712,late endosome
252,0034451,1,38,9.804226475279107,0.09993743818008405,centriolar satellite
253,0014047,1,14,26.624458874458874,0.039678040699299415,glutamate secretion
254,0098793,3,56,20.25824175824176,0.0005571161011843977,presynapse
255,0050957,4,5,305.184496124031,6.286437719694249e-09,equilibrioception
256,0019905,1,19,19.61602870813397,0.0525536578110337,syntaxin binding
257,0035235,1,6,62.13383838383838,0.018714908646951245,ionotropic glutamate receptor signaling pathway
258,0034109,1,3,124.27525252525253,0.010737182529247623,homotypic cell-cell adhesion
259,0086013,1,6,62.13383838383838,0.018714908646951245,membrane repolarization during cardiac muscle cell action potential
260,0007144,1,3,124.27525252525253,0.010737182529247623,female meiosis I
261,0010008,2,119,6.298928731798063,0.04250153825542443,endosome membrane
262,0003014,1,7,53.256493506493506,0.021359935542157225,renal system process
263,0032535,1,1,372.84090909090907,0.005382971101556653,regulation of cellular component size
264,0051684,1,1,372.84090909090907,0.005382971101556653,maintenance of Golgi location
265,0007613,3,50,22.692,0.00040622073334250065,memory
266,0007189,1,46,8.097826086956522,0.11917777972837947,adenylate cyclase-activating G protein-coupled receptor signaling pathway
267,0097016,3,3,378.5615384615385,3.804886034247344e-07,L27 domain binding
268,0070372,1,23,16.2032279314888,0.0627306700661168,regulation of ERK1 and ERK2 cascade
269,0030534,1,13,28.673076923076923,0.03708215393556898,adult behavior
270,0001967,1,6,62.13383838383838,0.018714908646951245,suckling behavior
271,0032532,1,5,74.56212121212121,0.01606278677669752,regulation of microvillus length
272,0043231,3,354,3.1852672750977837,0.07255543333781295,intracellular membrane-bounded organelle
273,1990961,2,3,250.4478371501272,7.170844031222745e-05,xenobiotic detoxification by transmembrane export across the plasma membrane
274,0043542,2,25,30.04030534351145,0.002421031610058734,endothelial cell migration
275,0005161,1,13,28.673076923076923,0.03708215393556898,platelet-derived growth factor receptor binding
276,0030307,3,61,18.595838587641865,0.0007070297404197647,positive regulation of cell growth
277,0097009,1,21,17.747113997113996,0.05765579909562202,energy homeostasis
278,0030666,2,38,19.75813579750904,0.005258376960572185,endocytic vesicle membrane
279,0005176,1,3,124.27525252525253,0.010737182529247623,ErbB-2 class receptor binding
280,0008104,4,28,54.47176079734219,1.709877980014641e-06,protein localization
281,0010827,1,6,62.13383838383838,0.018714908646951245,regulation of glucose transmembrane transport
282,0071361,1,6,62.13383838383838,0.018714908646951245,cellular response to ethanol
283,0009653,1,31,12.019794721407624,0.08276033252357533,anatomical structure morphogenesis
284,0005938,7,83,32.88688085676038,5.461445151773998e-09,cell cortex
285,0060079,2,20,37.55419847328244,0.0016074378439973826,excitatory postsynaptic potential
286,0001042,1,2,186.41666666666666,0.008063662225089469,RNA polymerase I core binding
287,0048515,1,5,74.56212121212121,0.01606278677669752,spermatid differentiation
288,0007215,1,7,53.256493506493506,0.021359935542157225,glutamate receptor signaling pathway
289,0150105,1,3,124.27525252525253,0.010737182529247623,protein localization to cell-cell junction
290,0070840,2,9,83.4724342663274,0.00039023165651438013,dynein complex binding
291,0051291,1,34,10.95855614973262,0.09016142972052502,protein heterooligomerization
292,0014040,1,2,186.41666666666666,0.008063662225089469,positive regulation of Schwann cell differentiation
293,0008092,7,39,70.05270655270655,4.316773546943278e-11,cytoskeletal protein binding
294,0035578,1,69,5.396025472112429,0.172249382536712,azurophil granule lumen
295,0033268,1,11,33.887741046831955,0.03186946941599283,node of Ranvier
296,0052405,1,3,124.27525252525253,0.010737182529247623,negative regulation by host of symbiont molecular function
297,0008361,2,17,44.184104176021556,0.0011962379136914868,regulation of cell size
298,0045776,1,18,20.706228956228955,0.04999231537745499,negative regulation of blood pressure
299,0032088,1,49,7.601576994434137,0.12628718547219348,negative regulation of NF-kappaB transcription factor activity
300,0051087,1,73,5.099937733499377,0.18114966608533042,chaperone binding
301,0032640,1,3,124.27525252525253,0.010737182529247623,tumor necrosis factor production
302,0072659,6,73,31.804336101822887,8.0898745951665e-08,protein localization to plasma membrane
303,0005793,2,29,25.894709133982627,0.003184828825573573,endoplasmic reticulum-Golgi intermediate compartment
304,0044320,1,7,53.256493506493506,0.021359935542157225,cellular response to leptin stimulus
305,0099738,1,8,46.59848484848485,0.023997886307368772,cell cortex region
306,0002088,1,20,18.634848484848487,0.055108146315367035,lens development in camera-type eye
307,0048872,1,9,41.42003367003367,0.026628779720874435,homeostasis of number of cells
308,0015459,1,22,16.9400826446281,0.060196634319730394,potassium channel regulator activity
309,0010822,1,4,93.20454545454545,0.013403551050886307,positive regulation of mitochondrion organization
310,0035556,14,208,27.71945701357466,1.754253558739374e-15,intracellular signal transduction
311,0007163,3,24,47.3,5.3385945174590726e-05,establishment or maintenance of cell polarity
312,0051496,2,32,23.46564885496183,0.0038221043771293262,positive regulation of stress fiber assembly
313,0050780,1,1,372.84090909090907,0.005382971101556653,dopamine receptor binding
314,0090344,1,4,93.20454545454545,0.013403551050886307,negative regulation of cell aging
315,0031072,1,41,9.086289726533629,0.10720096357624195,heat shock protein binding
316,1904781,1,5,74.56212121212121,0.01606278677669752,positive regulation of protein localization to centrosome
317,0042711,1,5,74.56212121212121,0.01606278677669752,maternal behavior
318,0005641,1,8,46.59848484848485,0.023997886307368772,nuclear envelope lumen
319,0097194,1,14,26.624458874458874,0.039678040699299415,execution phase of apoptosis
320,0106003,1,1,372.84090909090907,0.005382971101556653,amyloid-beta complex
321,0004867,1,41,9.086289726533629,0.10720096357624195,serine-type endopeptidase inhibitor activity
322,0010288,1,17,21.924688057041,0.047424100771552,response to lead ion
323,0017124,1,79,4.712025316455696,0.19432230506882173,SH3 domain binding
324,0034613,2,23,32.65383338864919,0.0020765656352527122,cellular protein localization
325,0051233,2,17,44.184104176021556,0.0011962379136914868,spindle midzone
326,0051548,1,1,372.84090909090907,0.005382971101556653,negative regulation of keratinocyte migration
327,2000491,1,3,124.27525252525253,0.010737182529247623,positive regulation of hepatic stellate cell activation
328,0031941,1,22,16.9400826446281,0.060196634319730394,filamentous actin
329,0008076,1,30,12.42070707070707,0.08028004634903484,voltage-gated potassium channel complex
330,1902966,1,7,53.256493506493506,0.021359935542157225,positive regulation of protein localization to early endosome
331,0043657,1,43,8.663319238900634,0.1120109632052418,host cell
332,0051904,1,1,372.84090909090907,0.005382971101556653,pigment granule transport
333,0048015,1,38,9.804226475279107,0.09993743818008405,phosphatidylinositol-mediated signaling
334,0007176,1,3,124.27525252525253,0.010737182529247623,regulation of epidermal growth factor-activated receptor activity
335,0007611,3,36,31.525641025641026,0.0001629025637648825,learning or memory
336,0006879,1,34,10.95855614973262,0.09016142972052502,cellular iron ion homeostasis
337,0007093,1,23,16.2032279314888,0.0627306700661168,mitotic cell cycle checkpoint
338,0032153,1,6,62.13383838383838,0.018714908646951245,cell division site
339,0006468,10,259,15.367737075054148,3.669594069286205e-09,protein phosphorylation
340,0036312,1,8,46.59848484848485,0.023997886307368772,phosphatidylinositol 3-kinase regulatory subunit binding
341,1901224,2,52,14.434527304756312,0.009412971400558582,positive regulation of NIK/NF-kappaB signaling
342,0006900,1,6,62.13383838383838,0.018714908646951245,vesicle budding from membrane
343,0051988,1,5,74.56212121212121,0.01606278677669752,regulation of attachment of spindle microtubules to kinetochore
344,0060158,1,4,93.20454545454545,0.013403551050886307,phospholipase C-activating dopamine receptor signaling pathway
345,0043113,7,19,143.85087719298247,5.547773366411428e-13,receptor clustering
346,0000209,1,140,2.6556277056277056,0.3168646127627341,protein polyubiquitination
347,0001774,1,23,16.2032279314888,0.0627306700661168,microglial cell activation
348,0030043,1,1,372.84090909090907,0.005382971101556653,actin filament fragmentation
349,0070911,1,24,15.527777777777779,0.0652579244198527,global genome nucleotide-excision repair
350,0008066,1,12,31.06313131313131,0.03447930302123037,glutamate receptor activity
351,0051124,1,3,124.27525252525253,0.010737182529247623,synaptic growth at neuromuscular junction
