,GO_id,Original_freq,Human_freq,Odds_ratio,p-value,GO_description
99,0035371,1,18,12.02659574468085,0.08465726468727516,microtubule plus-end
100,0098902,1,1,216.6595744680851,0.009264175542698214,regulation of membrane depolarization during action potential
101,0007032,1,38,5.691209406494961,0.16611360453013985,endosome organization
102,0060022,1,6,36.101063829787236,0.03205472979573745,hard palate development
103,1903672,1,17,12.734668335419274,0.08038395593156938,positive regulation of sprouting angiogenesis
104,0017080,2,30,14.578494623655914,0.009663081866360756,sodium channel regulator activity
105,0005634,22,5142,0.8923290868112722,0.7229097494434211,nucleus
106,0000981,1,897,0.23091154913541592,0.13215026697932478,"DNA-binding transcription factor activity, RNA polymerase II-specific"
107,0032091,1,75,2.8782978723404256,0.29835107066583416,negative regulation of protein binding
108,0010457,1,11,19.686653771760156,0.05432641050704882,centriole-centriole cohesion
109,0006809,1,13,16.656301145662848,0.06309242566133695,nitric oxide biosynthetic process
110,0031812,1,1,216.6595744680851,0.009264175542698214,P2Y1 nucleotide receptor binding
111,0072686,1,88,2.4515232108317213,0.3397009282208416,mitotic spindle
112,0031252,1,44,4.913684719535784,0.18912093934501942,cell leading edge
113,0034446,1,48,4.503324468085107,0.20410905797405593,substrate adhesion-dependent cell spreading
114,0060999,1,23,9.409805735430158,0.10573085053158303,positive regulation of dendritic spine development
115,0006887,3,89,7.429653150952613,0.009036588458649616,exocytosis
116,1902307,1,2,108.32446808510639,0.013864366320690531,positive regulation of sodium ion transmembrane transport
117,0099641,1,8,27.07313829787234,0.04102500633860259,anterograde axonal protein transport
118,1901350,1,1,216.6595744680851,0.009264175542698214,cell-cell signaling involved in cell-cell junction organization
119,0005545,1,15,14.434042553191489,0.07177803086311635,1-phosphatidylinositol binding
120,0030423,1,4,54.15691489361702,0.023001436470118597,targeting of mRNA for destruction involved in RNA interference
121,1990456,1,2,108.32446808510639,0.013864366320690531,mitochondrion-endoplasmic reticulum membrane tethering
122,0035089,1,4,54.15691489361702,0.023001436470118597,establishment of apical/basal cell polarity
123,0060170,1,54,4.00177304964539,0.22607871316507197,ciliary membrane
124,0007229,2,92,4.739364188873306,0.0708341209299024,integrin-mediated signaling pathway
125,0060071,3,86,7.6899646107178965,0.008253747617102384,"Wnt signaling pathway, planar cell polarity pathway"
126,0045199,3,10,66.38152173913043,2.6807757342656103e-05,maintenance of epithelial cell apical/basal polarity
127,0016567,3,362,1.8020357914965168,0.24041621859676227,protein ubiquitination
128,0045216,1,21,10.306990881458967,0.09735965221320037,cell-cell junction organization
129,0051782,1,9,24.06382978723404,0.04547924896313813,negative regulation of cell division
130,0060122,1,17,12.734668335419274,0.08038395593156938,inner ear receptor cell stereocilium organization
131,0004517,1,3,72.2127659574468,0.01844342126994002,nitric-oxide synthase activity
132,0014066,1,22,9.838007736943908,0.1015548984445694,regulation of phosphatidylinositol 3-kinase signaling
133,0009925,3,37,17.917156286721504,0.0008456881505436565,basal plasma membrane
134,0021513,1,3,72.2127659574468,0.01844342126994002,spinal cord dorsal/ventral patterning
135,0007015,2,93,4.688172043010753,0.07214535987581991,actin filament organization
136,0007155,9,450,4.631860465116279,0.0002838374447351596,cell adhesion
137,0007030,1,116,1.857208363903155,0.420749201231554,Golgi organization
138,0098919,3,3,221.34782608695653,1.9194779657916603e-06,structural constituent of postsynaptic density
139,0017156,1,29,7.4607483492296405,0.13038627483116422,calcium-ion regulated exocytosis
140,0008017,3,240,2.7346467391304348,0.1038233582940758,microtubule binding
141,0014824,1,9,24.06382978723404,0.04547924896313813,artery smooth muscle contraction
142,1904064,1,1,216.6595744680851,0.009264175542698214,positive regulation of cation transmembrane transport
143,0071896,3,5,132.79565217391306,5.338370736573347e-06,protein localization to adherens junction
144,0002141,1,5,43.32340425531915,0.027538507573091175,stereocilia ankle link
145,0050821,3,188,3.5000578168362626,0.059426781622444635,protein stabilization
146,0034605,1,71,3.041054839676356,0.2851200024166466,cellular response to heat
147,0005516,2,201,2.1575991012678544,0.24292477560951656,calmodulin binding
148,0031253,1,12,18.045212765957448,0.058719515201865975,cell projection membrane
149,0010523,1,5,43.32340425531915,0.027538507573091175,negative regulation of calcium ion transport into cytosol
150,0051965,1,63,3.4285714285714284,0.2579128380836876,positive regulation of synapse assembly
151,0045202,13,410,7.71686496133254,7.870333225813806e-08,synapse
152,0060603,1,5,43.32340425531915,0.027538507573091175,mammary gland duct morphogenesis
153,0044070,1,5,43.32340425531915,0.027538507573091175,regulation of anion transport
154,0005124,1,4,54.15691489361702,0.023001436470118597,scavenger receptor binding
155,0045177,4,74,12.054054054054054,0.0004781969952009219,apical part of cell
156,0044306,1,20,10.822872340425532,0.09314502363368665,neuron projection terminus
157,0016540,1,15,14.434042553191489,0.07177803086311635,protein autoprocessing
158,0045104,2,22,19.887585532746822,0.005508000507700527,intermediate filament cytoskeleton organization
159,0030018,5,128,8.784288194444445,0.0003902844476474338,Z disc
160,0007166,1,208,1.0310454173486088,0.6237808971691549,cell surface receptor signaling pathway
161,0140196,1,1,216.6595744680851,0.009264175542698214,positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process
162,0097110,2,57,7.662705149971703,0.030749121598266736,scaffold protein binding
163,0032436,1,74,2.9173375503162737,0.2950661973867405,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
164,1904924,1,1,216.6595744680851,0.009264175542698214,negative regulation of mitophagy in response to mitochondrial depolarization
165,0005200,2,102,4.272612270714737,0.0842901138610225,structural constituent of cytoskeleton
166,0043547,3,146,4.516304347826087,0.03221221883354291,positive regulation of GTPase activity
167,0004842,2,215,2.0157039259814953,0.2669997284805251,ubiquitin-protein transferase activity
168,1990909,1,12,18.045212765957448,0.058719515201865975,Wnt signalosome
169,0030175,1,71,3.041054839676356,0.2851200024166466,filopodium
170,0051010,1,16,13.53125,0.0760909080590751,microtubule plus-end binding
171,0048704,1,41,5.274001037882719,0.17769688681209297,embryonic skeletal system morphogenesis
172,0035025,1,32,6.76030585106383,0.14246053907864656,positive regulation of Rho protein signal transduction
173,0001650,1,130,1.6560556464811784,0.45749943948184696,fibrillar center
174,0039502,1,1,216.6595744680851,0.009264175542698214,suppression by virus of host type I interferon-mediated signaling pathway
175,0034622,1,23,9.409805735430158,0.10573085053158303,cellular protein-containing complex assembly
176,0044458,1,23,9.409805735430158,0.10573085053158303,motile cilium assembly
177,0007507,3,189,3.481366459627329,0.06017436504358248,heart development
178,0001228,1,424,0.5003763548775592,1.0,"DNA-binding transcription activator activity, RNA polymerase II-specific"
179,0045184,1,41,5.274001037882719,0.17769688681209297,establishment of protein localization
180,0006470,3,107,6.174319382364892,0.01463100509532638,protein dephosphorylation
181,0007204,1,150,1.4338297872340426,0.5060309565953739,positive regulation of cytosolic calcium ion concentration
182,0045198,1,14,15.46580547112462,0.06744523374334914,establishment of epithelial cell apical/basal polarity
183,0045859,1,14,15.46580547112462,0.06744523374334914,regulation of protein kinase activity
184,0034504,1,34,6.362015018773467,0.15041773857633767,protein localization to nucleus
185,0044233,1,13,16.656301145662848,0.06309242566133695,mitochondria-associated endoplasmic reticulum membrane
186,2000250,1,1,216.6595744680851,0.009264175542698214,negative regulation of actin cytoskeleton reorganization
187,0005829,40,5079,2.1891209794340334,0.0003019365206159765,cytosol
188,0045296,7,304,5.249738337320574,0.0006175720783492755,cadherin binding
189,0150012,5,8,141.38194444444446,2.4235706728649107e-09,positive regulation of neuron projection arborization
190,0051082,1,127,1.6954263695761433,0.4498238011050077,unfolded protein binding
191,0007098,1,40,5.406117021276596,0.17385359271514592,centrosome cycle
192,0004252,4,161,5.516620025936796,0.00735072178052959,serine-type endopeptidase activity
193,0043194,1,19,11.393057110862262,0.08891092412315663,axon initial segment
194,0031748,1,10,21.656382978723403,0.04991301932098323,D1 dopamine receptor binding
195,0099023,1,1,216.6595744680851,0.009264175542698214,vesicle tethering complex
196,0021747,1,3,72.2127659574468,0.01844342126994002,cochlear nucleus development
197,0005623,8,1099,1.6121657096838296,0.17444862711086373,cell
198,0090162,2,13,33.670802315963606,0.0021531125828678404,establishment of epithelial cell polarity
199,0097421,1,29,7.4607483492296405,0.13038627483116422,liver regeneration
200,1903827,2,15,29.178494623655915,0.0027719957921530877,regulation of cellular protein localization
201,0030159,4,22,40.64935064935065,6.026666812637759e-06,receptor signaling complex adaptor activity
202,0061630,3,202,3.2552195436935,0.0702914167470621,ubiquitin protein ligase activity
203,0019233,1,53,4.077478924126857,0.2224592319291874,sensory perception of pain
204,0007165,12,894,3.149187353440608,0.0009817543438715767,signal transduction
205,0001934,3,160,4.118274456521739,0.04035332742474805,positive regulation of protein phosphorylation
206,0008270,1,835,0.24884698687730922,0.18925351996446182,zinc ion binding
207,0050930,1,15,14.434042553191489,0.07177803086311635,induction of positive chemotaxis
208,0035280,1,7,30.94224924012158,0.03655019792968907,miRNA loading onto RISC involved in gene silencing by miRNA
209,1903286,1,1,216.6595744680851,0.009264175542698214,regulation of potassium ion import
210,0031698,1,5,43.32340425531915,0.027538507573091175,beta-2 adrenergic receptor binding
211,0005903,2,55,7.942130987292278,0.02885361353532394,brush border
212,0006508,4,240,3.686263736263736,0.027029311504079622,proteolysis
213,0060314,1,17,12.734668335419274,0.08038395593156938,regulation of ryanodine-sensitive calcium-release channel activity
214,1903955,1,31,6.9787234042553195,0.13845433062905382,positive regulation of protein targeting to mitochondrion
215,0045880,2,36,12.14516129032258,0.013451497001434484,positive regulation of smoothened signaling pathway
216,0061061,1,10,21.656382978723403,0.04991301932098323,muscle structure development
217,0046930,1,13,16.656301145662848,0.06309242566133695,pore complex
218,0030036,6,153,8.90680766688698,9.842514703599316e-05,actin cytoskeleton organization
219,0071345,2,53,8.24264556705214,0.027007245441896175,cellular response to cytokine stimulus
220,0008233,1,81,2.6643026004728134,0.3177446398114555,peptidase activity
221,1903566,1,4,54.15691489361702,0.023001436470118597,positive regulation of protein localization to cilium
222,0009986,1,622,0.3377060956420606,0.3741981346218416,cell surface
223,0034617,1,4,54.15691489361702,0.023001436470118597,tetrahydrobiopterin binding
224,0010628,2,368,1.168712014960262,0.6907415110184655,positive regulation of gene expression
225,0008021,3,124,5.323369565217392,0.02136703892144492,synaptic vesicle
226,0007283,1,408,0.5204161451814768,1.0,spermatogenesis
227,0009725,1,43,5.028203859475507,0.1853304797357996,response to hormone
228,0048745,1,13,16.656301145662848,0.06309242566133695,smooth muscle tissue development
229,0044305,1,24,9.017287234042554,0.10988759625578366,calyx of Held
230,0051045,1,8,27.07313829787234,0.04102500633860259,negative regulation of membrane protein ectodomain proteolysis
231,0019903,3,86,7.6899646107178965,0.008253747617102384,protein phosphatase binding
232,0046870,1,5,43.32340425531915,0.027538507573091175,cadmium ion binding
233,0070433,1,3,72.2127659574468,0.01844342126994002,negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
234,0001558,1,71,3.041054839676356,0.2851200024166466,regulation of cell growth
235,0038096,1,135,1.5943262411347519,0.47005739018918224,Fc-gamma receptor signaling pathway involved in phagocytosis
236,0042734,1,68,3.1756883604505632,0.27503497039011837,presynaptic membrane
237,0005737,39,4455,2.4874458874458876,2.88848128903068e-05,cytoplasm
238,0035749,1,6,36.101063829787236,0.03205472979573745,myelin sheath adaxonal region
239,0005509,1,707,0.2958259351771043,0.26608874575120356,calcium ion binding
240,0043615,1,6,36.101063829787236,0.03205472979573745,astrocyte cell migration
241,0005911,12,182,16.0346882033629,1.0310069818776497e-10,cell-cell junction
242,0007409,1,78,2.7671849427168578,0.30811508710959723,axonogenesis
243,0007612,1,64,3.374833776595745,0.26136897498753076,learning
244,0005222,1,9,24.06382978723404,0.04547924896313813,intracellular cAMP-activated cation channel activity
245,0039564,1,1,216.6595744680851,0.009264175542698214,suppression by virus of host STAT2 activity
246,0070851,1,4,54.15691489361702,0.023001436470118597,growth factor receptor binding
247,0007379,1,7,30.94224924012158,0.03655019792968907,segment specification
248,0007605,2,140,3.1070660522273426,0.1410933796643362,sensory perception of sound
249,0030100,1,30,7.211702127659574,0.1344296041120853,regulation of endocytosis
250,1903779,1,53,4.077478924126857,0.2224592319291874,regulation of cardiac conduction
251,0019742,1,1,216.6595744680851,0.009264175542698214,pentacyclic triterpenoid metabolic process
252,0030838,1,51,4.2377972465581975,0.21516994696706035,positive regulation of actin filament polymerization
253,0045075,1,1,216.6595744680851,0.009264175542698214,regulation of interleukin-12 biosynthetic process
254,0044325,3,130,5.0761705685618725,0.0240866745752496,ion channel binding
255,0006672,1,18,12.02659574468085,0.08465726468727516,ceramide metabolic process
256,0032147,1,75,2.8782978723404256,0.29835107066583416,activation of protein kinase activity
257,0005921,1,19,11.393057110862262,0.08891092412315663,gap junction
258,0003007,1,38,5.691209406494961,0.16611360453013985,heart morphogenesis
259,0061669,1,6,36.101063829787236,0.03205472979573745,spontaneous neurotransmitter secretion
260,2000300,4,50,17.861098901098902,0.0001154221120694636,regulation of synaptic vesicle exocytosis
261,0035264,2,85,5.131435800126503,0.06188513747042811,multicellular organism growth
262,0045176,1,13,16.656301145662848,0.06309242566133695,apical protein localization
263,0032880,1,51,4.2377972465581975,0.21516994696706035,regulation of protein localization
264,0004672,1,201,1.0673229596697364,0.6111953346893583,protein kinase activity
265,0005576,6,1893,0.6579176979647073,0.37914391799088365,extracellular region
266,2000809,1,5,43.32340425531915,0.027538507573091175,positive regulation of synaptic vesicle clustering
267,0031434,1,13,16.656301145662848,0.06309242566133695,mitogen-activated protein kinase kinase binding
268,0000086,1,134,1.6063035884407748,0.46756902782470855,G2/M transition of mitotic cell cycle
269,0030336,4,116,7.673740053050398,0.002374795384514156,negative regulation of cell migration
270,0004385,4,9,99.42857142857143,3.0188086461139056e-07,guanylate kinase activity
271,0038180,1,11,19.686653771760156,0.05432641050704882,nerve growth factor signaling pathway
272,2001241,1,11,19.686653771760156,0.05432641050704882,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
273,0022604,1,28,7.72758358662614,0.12632425772501488,regulation of cell morphogenesis
274,0019894,1,43,5.028203859475507,0.1853304797357996,kinesin binding
275,0060076,1,32,6.76030585106383,0.14246053907864656,excitatory synapse
276,0008289,1,152,1.4148236282194848,0.5106411150152701,lipid binding
277,0008630,1,43,5.028203859475507,0.1853304797357996,intrinsic apoptotic signaling pathway in response to DNA damage
278,0005783,4,1008,0.8441915227629513,1.0,endoplasmic reticulum
279,0070293,1,5,43.32340425531915,0.027538507573091175,renal absorption
280,0030863,1,18,12.02659574468085,0.08465726468727516,cortical cytoskeleton
281,0032415,1,1,216.6595744680851,0.009264175542698214,regulation of sodium:proton antiporter activity
282,0060291,1,46,4.699583718778908,0.19664958417234352,long-term synaptic potentiation
283,0098970,1,7,30.94224924012158,0.03655019792968907,postsynaptic neurotransmitter receptor diffusion trapping
284,0017081,1,7,30.94224924012158,0.03655019792968907,chloride channel regulator activity
285,0002092,1,23,9.409805735430158,0.10573085053158303,positive regulation of receptor internalization
286,0032233,3,13,51.05518394648829,5.196250103783121e-05,positive regulation of actin filament bundle assembly
287,0021675,1,13,16.656301145662848,0.06309242566133695,nerve development
288,0032266,1,40,5.406117021276596,0.17385359271514592,phosphatidylinositol-3-phosphate binding
289,0061098,3,29,22.868815592203898,0.0004361138055581953,positive regulation of protein tyrosine kinase activity
290,0035865,2,10,43.77849462365592,0.0013657162622204542,cellular response to potassium ion
291,0019902,6,49,27.954138958954367,2.059872051126473e-07,phosphatase binding
292,0010942,1,36,6.007978723404255,0.15830187245005528,positive regulation of cell death
293,0071638,1,6,36.101063829787236,0.03205472979573745,negative regulation of monocyte chemotactic protein-1 production
294,0045454,1,78,2.7671849427168578,0.30811508710959723,cell redox homeostasis
295,0001658,1,42,5.148176291793313,0.1815224889593091,branching involved in ureteric bud morphogenesis
296,1904970,1,3,72.2127659574468,0.01844342126994002,brush border assembly
297,0043280,1,53,4.077478924126857,0.2224592319291874,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
298,1903764,1,1,216.6595744680851,0.009264175542698214,regulation of potassium ion export across plasma membrane
299,0060173,1,31,6.9787234042553195,0.13845433062905382,limb development
300,0010801,1,18,12.02659574468085,0.08465726468727516,negative regulation of peptidyl-threonine phosphorylation
301,1990782,1,28,7.72758358662614,0.12632425772501488,protein tyrosine kinase binding
302,0042339,1,1,216.6595744680851,0.009264175542698214,keratan sulfate metabolic process
303,0060718,1,5,43.32340425531915,0.027538507573091175,chorionic trophoblast cell differentiation
304,0008088,1,5,43.32340425531915,0.027538507573091175,axo-dendritic transport
305,0016442,1,14,15.46580547112462,0.06744523374334914,RISC complex
306,0048668,1,7,30.94224924012158,0.03655019792968907,collateral sprouting
307,0030953,2,10,43.77849462365592,0.0013657162622204542,astral microtubule organization
308,0010181,1,15,14.434042553191489,0.07177803086311635,FMN binding
309,0004674,6,359,3.757253294106601,0.007105579486927312,protein serine/threonine kinase activity
310,1905370,1,1,216.6595744680851,0.009264175542698214,serine-type endopeptidase complex
311,0016032,5,383,2.8987525384392225,0.03462464354047989,viral process
312,0070821,1,73,2.9574468085106385,0.291766108129884,tertiary granule membrane
313,0030155,1,44,4.913684719535784,0.18912093934501942,regulation of cell adhesion
314,0016188,1,10,21.656382978723403,0.04991301932098323,synaptic vesicle maturation
315,1902808,1,12,18.045212765957448,0.058719515201865975,positive regulation of cell cycle G1/S phase transition
316,0000287,4,214,4.139468008626888,0.01879003070057283,magnesium ion binding
317,0002091,1,11,19.686653771760156,0.05432641050704882,negative regulation of receptor internalization
318,0007411,1,203,1.0567026517136568,0.6148331187340894,axon guidance
319,0006612,1,48,4.503324468085107,0.20410905797405593,protein targeting to membrane
320,2000821,1,5,43.32340425531915,0.027538507573091175,regulation of grooming behavior
321,0030424,3,300,2.181195652173913,0.16670969260086177,axon
322,0099072,2,11,39.79667644183773,0.0016091541721819983,regulation of postsynaptic membrane neurotransmitter receptor levels
323,0007267,1,218,0.9832617606870974,1.0,cell-cell signaling
324,0001540,2,76,5.7416525183927565,0.05101280776781159,amyloid-beta binding
325,0005789,5,921,1.1730003619254434,0.6209996473751912,endoplasmic reticulum membrane
326,1903861,1,23,9.409805735430158,0.10573085053158303,positive regulation of dendrite extension
327,0009408,1,43,5.028203859475507,0.1853304797357996,response to heat
328,0002102,1,28,7.72758358662614,0.12632425772501488,podosome
329,0005901,1,70,3.0846504559270516,0.2817738455494455,caveola
330,0032991,10,613,3.7911908646003263,0.0006295248034380552,protein-containing complex
331,0030514,2,48,9.103494623655914,0.02261332802098006,negative regulation of BMP signaling pathway
332,0042136,1,11,19.686653771760156,0.05432641050704882,neurotransmitter biosynthetic process
333,0035253,1,11,19.686653771760156,0.05432641050704882,ciliary rootlet
334,0032290,1,2,108.32446808510639,0.013864366320690531,peripheral nervous system myelin formation
335,0001921,1,16,13.53125,0.0760909080590751,positive regulation of receptor recycling
336,0005223,1,7,30.94224924012158,0.03655019792968907,intracellular cGMP-activated cation channel activity
337,0097113,1,4,54.15691489361702,0.023001436470118597,AMPA glutamate receptor clustering
338,0001750,1,65,3.322749590834697,0.26480918419167027,photoreceptor outer segment
339,0016491,1,116,1.857208363903155,0.420749201231554,oxidoreductase activity
340,0003725,1,70,3.0846504559270516,0.2817738455494455,double-stranded RNA binding
341,0042733,1,54,4.00177304964539,0.22607871316507197,embryonic digit morphogenesis
342,0030864,1,41,5.274001037882719,0.17769688681209297,cortical actin cytoskeleton
343,0030010,4,34,26.28700711053652,2.8514026688154272e-05,establishment of cell polarity
344,0001837,1,38,5.691209406494961,0.16611360453013985,epithelial to mesenchymal transition
345,0099147,1,5,43.32340425531915,0.027538507573091175,extrinsic component of postsynaptic density membrane
346,0035418,2,13,33.670802315963606,0.0021531125828678404,protein localization to synapse
347,0033555,1,8,27.07313829787234,0.04102500633860259,multicellular organismal response to stress
348,0036404,1,1,216.6595744680851,0.009264175542698214,conversion of ds siRNA to ss siRNA
349,0060088,2,13,33.670802315963606,0.0021531125828678404,auditory receptor cell stereocilium organization
350,0071340,1,8,27.07313829787234,0.04102500633860259,skeletal muscle acetylcholine-gated channel clustering
351,0036057,1,9,24.06382978723404,0.04547924896313813,slit diaphragm
